original_path,size_bytes,decision
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/regression/f77fixedform.f95,139,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/regression/f90continuation.f90,276,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/regression/incfile.f90,92,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/regression/inout.f90,277,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/regression/lower_f2py_fortran.f90,100,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/regression/mod_derived_types.f90,567,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/return_character/foo77.f,980,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/return_character/foo90.f90,1248,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/return_complex/foo77.f,973,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/return_complex/foo90.f90,1238,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/return_integer/foo77.f,1178,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/return_integer/foo90.f90,1531,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/return_logical/foo77.f,1188,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/return_logical/foo90.f90,1531,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/return_real/foo77.f,933,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/return_real/foo90.f90,1194,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/routines/funcfortranname.f,123,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/routines/funcfortranname.pyf,440,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/routines/subrout.f,90,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/routines/subrout.pyf,322,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/size/foo.f90,815,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/string/char.f90,618,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/string/fixed_string.f90,695,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/string/gh24008.f,217,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/string/gh24662.f90,197,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/string/gh25286.f90,304,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/string/gh25286.pyf,381,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/string/gh25286_bc.pyf,384,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/string/scalar_string.f90,176,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/string/string.f,248,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/src/value_attrspec/gh21665.f90,190,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_abstract_interface.py,811,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_array_from_pyobj.py,23717,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_assumed_shape.py,1467,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_block_docstring.py,584,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_callback.py,7099,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_character.py,21931,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_common.py,644,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_crackfortran.py,16413,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_data.py,2895,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_docs.py,1930,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_f2cmap.py,387,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_f2py2e.py,28569,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_isoc.py,1434,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_kind.py,1845,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_mixed.py,862,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_modules.py,2301,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_parameter.py,4634,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_pyf_src.py,1134,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_quoted_character.py,477,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_regression.py,6182,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_return_character.py,1534,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_return_complex.py,2440,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_return_integer.py,1813,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_return_logical.py,2048,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_return_real.py,3273,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_routines.py,795,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_semicolon_split.py,1627,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_size.py,1155,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_string.py,2938,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_symbolic.py,18561,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/test_value_attrspec.py,330,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/util.py,12112,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__init__.py,329,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_abstract_interface.cpython-312.pyc,1927,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_array_from_pyobj.cpython-312.pyc,42828,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_assumed_shape.cpython-312.pyc,3319,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_block_docstring.cpython-312.pyc,1460,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_callback.cpython-312.pyc,14747,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_character.cpython-312.pyc,35657,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_common.cpython-312.pyc,2106,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_crackfortran.cpython-312.pyc,25606,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_data.cpython-312.pyc,6751,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_docs.cpython-312.pyc,3586,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_f2cmap.cpython-312.pyc,1010,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_f2py2e.cpython-312.pyc,44615,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_isoc.cpython-312.pyc,2729,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_kind.cpython-312.pyc,3138,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_mixed.cpython-312.pyc,2004,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_modules.cpython-312.pyc,4604,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_parameter.cpython-312.pyc,9260,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_pyf_src.cpython-312.pyc,1542,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_quoted_character.cpython-312.pyc,1293,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_regression.cpython-312.pyc,11882,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_return_character.cpython-312.pyc,3034,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_return_complex.cpython-312.pyc,4789,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_return_integer.cpython-312.pyc,3462,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_return_logical.cpython-312.pyc,4404,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_return_real.cpython-312.pyc,5912,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_routines.cpython-312.pyc,1979,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_semicolon_split.cpython-312.pyc,2756,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_size.cpython-312.pyc,3141,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_string.cpython-312.pyc,5715,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_symbolic.cpython-312.pyc,32709,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/test_value_attrspec.cpython-312.pyc,1022,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/util.cpython-312.pyc,18141,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/tests/__pycache__/__init__.cpython-312.pyc,552,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/use_rules.py,3376,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/use_rules.pyi,424,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_backends/meson.build.template,1667,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_backends/_backend.py,1151,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_backends/_backend.pyi,1342,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_backends/_distutils.py,2385,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_backends/_distutils.pyi,463,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_backends/_meson.py,8626,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_backends/_meson.pyi,1898,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_backends/__init__.py,299,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_backends/__init__.pyi,136,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_backends/__pycache__/_backend.cpython-312.pyc,1368,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_backends/__pycache__/_distutils.cpython-312.pyc,3552,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_backends/__pycache__/_meson.cpython-312.pyc,14417,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_backends/__pycache__/__init__.cpython-312.pyc,561,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_isocbind.py,2360,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_isocbind.pyi,339,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_src_pyf.py,7695,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/_src_pyf.pyi,1011,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__init__.py,2448,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__init__.pyi,113,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__main__.py,130,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/auxfuncs.cpython-312.pyc,39126,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/capi_maps.cpython-312.pyc,31104,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/cb_rules.cpython-312.pyc,22497,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/cfuncs.cpython-312.pyc,49010,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/common_rules.cpython-312.pyc,7396,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/crackfortran.cpython-312.pyc,150441,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/diagnose.cpython-312.pyc,6586,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/f2py2e.cpython-312.pyc,34163,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/f90mod_rules.cpython-312.pyc,12348,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/func2subr.cpython-312.pyc,11575,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/rules.cpython-312.pyc,52766,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/symbolic.cpython-312.pyc,79122,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/use_rules.cpython-312.pyc,4258,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/_isocbind.cpython-312.pyc,1896,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/_src_pyf.cpython-312.pyc,9026,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/__init__.cpython-312.pyc,3126,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/__main__.cpython-312.pyc,249,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__pycache__/__version__.cpython-312.pyc,230,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__version__.py,48,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/f2py/__version__.pyi,45,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/tests/test_helper.py,6154,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/tests/test_pocketfft.py,24446,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/tests/__init__.py,0,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/tests/__pycache__/test_helper.cpython-312.pyc,9013,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/tests/__pycache__/test_pocketfft.cpython-312.pyc,47517,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/tests/__pycache__/__init__.cpython-312.pyc,184,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/_helper.py,6787,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/_helper.pyi,1376,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/_pocketfft.py,62599,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/_pocketfft.pyi,3216,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/_pocketfft_umath.cpython-312-x86_64-linux-gnu.so,539296,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/__init__.py,8156,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/__init__.pyi,493,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/__pycache__/_helper.cpython-312.pyc,8078,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/__pycache__/_pocketfft.cpython-312.pyc,64754,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/fft/__pycache__/__init__.cpython-312.pyc,8377,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/array_utils.py,144,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/array_utils.pyi,191,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/format.py,477,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/format.pyi,852,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/introspect.py,2749,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/introspect.pyi,152,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/mixins.py,7195,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/mixins.pyi,3182,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/npyio.py,68,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/npyio.pyi,116,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/recfunctions.py,59539,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/recfunctions.pyi,13452,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/scimath.py,169,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/scimath.pyi,233,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/stride_tricks.py,88,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/stride_tricks.pyi,124,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/tests/data/py2-np0-objarr.npy,258,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/tests/data/py2-objarr.npy,258,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/tests/data/py2-objarr.npz,366,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/tests/data/py3-objarr.npy,325,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/tests/data/py3-objarr.npz,453,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/tests/data/python3.npy,96,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/tests/data/win64python2.npy,96,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/tests/test_arraypad.py,56616,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/tests/test_arraysetops.py,47746,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/tests/test_arrayterator.py,1296,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/tests/test_array_utils.py,1118,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/numpy/lib/tests/test_format.py,41958,excluded: virtual environment/cache/binary dependency
